representative_index,crossing_i_0based,crossing_j_0based,crossing_i_1based,crossing_j_1based,jones_profile,unknot_jones_profile
15,7,8,8,9,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
15,7,9,8,10,"[1,-2,2,-3,2,-2,1]",False
15,7,10,8,11,"[1,-1,1,-1,0,-1]",False
15,8,9,9,10,"[1,-2,2,-3,2,-2,1]",False
15,8,10,9,11,"[1,-1,1,-1,0,-1]",False
15,9,10,10,11,"[1,-1,1,-3,1,-1,1]",False
16,0,1,1,2,"[1,-2,4,-5,4,-5,3,-2,1]",False
16,0,2,1,3,"[-1,2,-3,3,-3,2,-2,1]",False
16,0,3,1,4,"[1,-2,2,-3,2,-2,1]",False
16,0,4,1,5,"[1,-2,2,-3,2,-2,1]",False
16,0,5,1,6,"[-1,0,-1,1]",False
16,0,6,1,7,"[1,-1,0,-1]",False
16,0,7,1,8,"[1,-1,1,-2,1,-1]",False
16,0,8,1,9,"[1,-1,1,-2,1,-1]",False
16,0,9,1,10,"[-1,0,-1,1]",False
16,0,10,1,11,"[1,-2,4,-5,4,-5,3,-2,1]",False
16,1,2,2,3,"[1,-2,2,-3,2,-2,1]",False
16,1,3,2,4,"[1,-2,2,-3,2,-2,1]",False
16,1,4,2,5,"[1,-2,2,-3,2,-2,1]",False
16,1,5,2,6,"[1,-1,1,-3,1,-1,1]",False
16,1,6,2,7,"[1,-1,1,-2,1,-1]",False
16,1,7,2,8,"[1,-1,1,-1,0,-1]",False
16,1,8,2,9,"[1,-1,1,-1,0,-1]",False
16,1,9,2,10,"[1,-1,1,-3,1,-1,1]",False
16,1,10,2,11,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
16,2,3,3,4,"[-1,0,-1,1]",False
16,2,4,3,5,"[-1,0,-1,1]",False
16,2,5,3,6,"[-1,0,-1,1]",False
16,2,6,3,7,"[-1,2,-3,3,-3,2,-2,1]",False
16,2,7,3,8,"[1,-2,2,-3,2,-2,1]",False
16,2,8,3,9,"[1,-2,2,-3,2,-2,1]",False
16,2,9,3,10,"[-1,0,-1,1]",False
16,2,10,3,11,"[1,-2,2,-3,2,-2,1]",False
16,3,4,4,5,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
16,3,5,4,6,"[-1,0,-2,2,-1,2,-1]",False
16,3,6,4,7,"[-1,0,-1,1]",False
16,3,7,4,8,"[1,-1,1,-3,1,-1,1]",False
16,3,8,4,9,"[1,-1,1,-3,1,-1,1]",False
16,3,9,4,10,"[-1,0,-2,2,-1,2,-1]",False
16,3,10,4,11,"[1,-2,2,-3,2,-2,1]",False
16,4,5,5,6,"[-1,0,-2,2,-1,2,-1]",False
16,4,6,5,7,"[-1,0,-1,1]",False
16,4,7,5,8,"[1,-1,1,-3,1,-1,1]",False
16,4,8,5,9,"[1,-1,1,-3,1,-1,1]",False
16,4,9,5,10,"[-1,0,-2,2,-1,2,-1]",False
16,4,10,5,11,"[1,-2,2,-3,2,-2,1]",False
16,5,6,6,7,"[1,-2,2,-3,2,-2,1]",False
16,5,7,6,8,"[1,-2,2,-3,2,-2,1]",False
16,5,8,6,9,"[1,-2,2,-3,2,-2,1]",False
16,5,9,6,10,"[1,-4,6,-9,9,-9,8,-5,3,-1]",False
16,5,10,6,11,"[1,-1,1,-3,1,-1,1]",False
16,6,7,7,8,"[1,-2,4,-5,4,-5,3,-2,1]",False
16,6,8,7,9,"[1,-2,4,-5,4,-5,3,-2,1]",False
16,6,9,7,10,"[1,-2,2,-3,2,-2,1]",False
16,6,10,7,11,"[1,-1,1,-2,1,-1]",False
16,7,8,8,9,"[1,-3,7,-10,12,-14,12,-10,6,-3,1]",False
16,7,9,8,10,"[1,-2,2,-3,2,-2,1]",False
16,7,10,8,11,"[1,-1,1,-1,0,-1]",False
16,8,9,9,10,"[1,-2,2,-3,2,-2,1]",False
16,8,10,9,11,"[1,-1,1,-1,0,-1]",False
16,9,10,10,11,"[1,-1,1,-3,1,-1,1]",False
